"gene_type"	"gene_name"
"protein_coding"	"AKIRIN1"
"protein_coding"	"NDUFS5"
"protein_coding"	"MACF1"
"lncRNA"	"AL356055.1"
"lncRNA"	"AL442071.2"
"lncRNA"	"AL442071.1"
"protein_coding"	"BMP8A"
"protein_coding"	"PABPC4"
"lncRNA"	"PABPC4-AS1"
"protein_coding"	"HEYL"
"lncRNA"	"AL035404.2"
"protein_coding"	"NT5C1A"
"protein_coding"	"HPCAL4"
"protein_coding"	"PPIE"
"protein_coding"	"BMP8B"
"protein_coding"	"OXCT2"
"lncRNA"	"BMP8B-AS1"
"lncRNA"	"AL033527.3"
"lncRNA"	"AL033527.4"
"lncRNA"	"LINC02811"
"protein_coding"	"TRIT1"
"protein_coding"	"MYCL"
"lncRNA"	"AL033527.2"
"protein_coding"	"MFSD2A"
"protein_coding"	"CAP1"
"protein_coding"	"PPT1"
"protein_coding"	"RLF"
"protein_coding"	"TMCO2"
"lncRNA"	"AL050341.2"
"protein_coding"	"ZMPSTE24"
"protein_coding"	"COL9A2"
"protein_coding"	"SMAP2"
"lncRNA"	"AL031985.4"
"protein_coding"	"ZFP69B"
"lncRNA"	"AL031985.3"
"protein_coding"	"ZFP69"
"lncRNA"	"AL603839.3"
"protein_coding"	"EXO5"
"lncRNA"	"AL603839.1"
"lncRNA"	"AL603839.2"
"protein_coding"	"ZNF684"
"lncRNA"	"AL356379.2"
"protein_coding"	"RIMS3"
"lncRNA"	"AL031289.2"
"lncRNA"	"AL031289.1"
"lncRNA"	"NFYC-AS1"
"protein_coding"	"NFYC"
"protein_coding"	"KCNQ4"
"protein_coding"	"CITED4"
"lncRNA"	"AC119677.1"
"lncRNA"	"AL391730.2"
"protein_coding"	"CTPS1"
"lncRNA"	"SLFNL1-AS1"
"protein_coding"	"SLFNL1"
"protein_coding"	"SCMH1"
"lncRNA"	"AC093151.8"
"lncRNA"	"AC093151.3"
"protein_coding"	"FOXO6"
"lncRNA"	"AC093151.2"
"protein_coding"	"EDN2"
"protein_coding"	"HIVEP3"
"lncRNA"	"AL445933.2"
"protein_coding"	"AC119676.1"
"lncRNA"	"AL158216.1"
"protein_coding"	"GUCA2B"
"protein_coding"	"GUCA2A"
"protein_coding"	"FOXJ3"
"lncRNA"	"AC096540.1"
"protein_coding"	"RIMKLA"
"protein_coding"	"ZMYND12"
"protein_coding"	"PPCS"
"protein_coding"	"CCDC30"
"protein_coding"	"PPIH"
"lncRNA"	"AC098484.4"
"lncRNA"	"AC098484.2"
"protein_coding"	"YBX1"
"protein_coding"	"CLDN19"
"protein_coding"	"P3H1"
"protein_coding"	"C1orf50"
"lncRNA"	"AC098484.1"
"protein_coding"	"TMEM269"
"protein_coding"	"SVBP"
"protein_coding"	"ERMAP"
"lncRNA"	"AL512353.1"
"protein_coding"	"ZNF691"
"protein_coding"	"SLC2A1"
"lncRNA"	"SLC2A1-AS1"
"lncRNA"	"AC099795.1"
"protein_coding"	"FAM183A"
"protein_coding"	"EBNA1BP2"
"protein_coding"	"CFAP57"
"protein_coding"	"TMEM125"
"protein_coding"	"C1orf210"
"protein_coding"	"TIE1"
"protein_coding"	"MPL"
"lncRNA"	"AL139289.3"
"lncRNA"	"AL139289.2"
"protein_coding"	"CDC20"
"protein_coding"	"ELOVL1"
"protein_coding"	"MED8"
"lncRNA"	"AL139289.1"
"protein_coding"	"SZT2"
"lncRNA"	"SZT2-AS1"
"protein_coding"	"HYI"
"lncRNA"	"HYI-AS1"
"protein_coding"	"PTPRF"
"protein_coding"	"KDM4A"
"lncRNA"	"KDM4A-AS1"
"protein_coding"	"ST3GAL3"
"lncRNA"	"AL451062.1"
"protein_coding"	"ARTN"
"lncRNA"	"AL357079.1"
"protein_coding"	"IPO13"
"lncRNA"	"AL357079.2"
"protein_coding"	"DPH2"
"protein_coding"	"ATP6V0B"
"protein_coding"	"B4GALT2"
"protein_coding"	"CCDC24"
"protein_coding"	"SLC6A9"
"lncRNA"	"AL139220.2"
"protein_coding"	"KLF17"
"protein_coding"	"KLF18"
"protein_coding"	"DMAP1"
"protein_coding"	"ERI3"
"lncRNA"	"ERI3-IT1"
"protein_coding"	"RNF220"
"protein_coding"	"TMEM53"
"protein_coding"	"ARMH1"
"protein_coding"	"KIF2C"
"lncRNA"	"AL592166.1"
"protein_coding"	"RPS8"
"protein_coding"	"BEST4"
"protein_coding"	"PLK3"
"protein_coding"	"TCTEX1D4"
"protein_coding"	"BTBD19"
"protein_coding"	"PTCH2"
"protein_coding"	"EIF2B3"
"protein_coding"	"HECTD3"
"protein_coding"	"UROD"
"protein_coding"	"ZSWIM5"
"lncRNA"	"LINC01144"
"protein_coding"	"HPDL"
"protein_coding"	"MUTYH"
"protein_coding"	"TOE1"
"protein_coding"	"TESK2"
"protein_coding"	"CCDC163"
"protein_coding"	"MMACHC"
"protein_coding"	"PRDX1"
"protein_coding"	"AKR1A1"
"protein_coding"	"NASP"
"protein_coding"	"CCDC17"
"protein_coding"	"GPBP1L1"
"protein_coding"	"TMEM69"
"protein_coding"	"IPP"
"lncRNA"	"AL604028.1"
"protein_coding"	"MAST2"
"protein_coding"	"PIK3R3"
"lncRNA"	"AL358075.1"
"lncRNA"	"AL358075.2"
"protein_coding"	"TSPAN1"
"protein_coding"	"P3R3URF"
"protein_coding"	"POMGNT1"
"protein_coding"	"LURAP1"
"protein_coding"	"RAD54L"
"protein_coding"	"LRRC41"
"protein_coding"	"UQCRH"
"protein_coding"	"NSUN4"
"protein_coding"	"FAAH"
"lncRNA"	"LINC01398"
"protein_coding"	"DMBX1"
"protein_coding"	"TMEM275"
"lncRNA"	"MKNK1-AS1"
"protein_coding"	"KNCN"
"protein_coding"	"MKNK1"
"protein_coding"	"MOB3C"
"protein_coding"	"ATPAF1"
"protein_coding"	"TEX38"
"lncRNA"	"EFCAB14-AS1"
"protein_coding"	"EFCAB14"
"protein_coding"	"CYP4B1"
"protein_coding"	"CYP4A11"
"protein_coding"	"CYP4X1"
"protein_coding"	"CYP4Z1"
"lncRNA"	"CYP4A22-AS1"
"protein_coding"	"CYP4A22"
"lncRNA"	"LINC00853"
"protein_coding"	"PDZK1IP1"
"protein_coding"	"TAL1"
"lncRNA"	"AL135960.1"
"protein_coding"	"STIL"
"protein_coding"	"CMPK1"
"lncRNA"	"LINC01389"
"protein_coding"	"FOXE3"
"lncRNA"	"FOXD2-AS1"
"protein_coding"	"FOXD2"
"lncRNA"	"LINC01738"
"protein_coding"	"TRABD2B"
"lncRNA"	"AL691459.1"
"lncRNA"	"AC096541.1"
"lncRNA"	"LINC02794"
"lncRNA"	"AL356289.1"
"lncRNA"	"AL109659.1"
"protein_coding"	"SLC5A9"
"lncRNA"	"AL109659.2"
"protein_coding"	"SPATA6"
"protein_coding"	"AGBL4"
"lncRNA"	"AL391844.1"
"protein_coding"	"BEND5"
"lncRNA"	"AL645507.1"
"lncRNA"	"AC099788.1"
"lncRNA"	"AL590432.1"
"lncRNA"	"AGBL4-IT1"
"protein_coding"	"ELAVL4"
"lncRNA"	"AL592182.2"
"lncRNA"	"AL592182.1"
"lncRNA"	"LINC02808"
"lncRNA"	"AL592182.3"
"protein_coding"	"DMRTA2"
"lncRNA"	"AL049637.2"
"protein_coding"	"FAF1"
"lncRNA"	"AL049637.1"
"protein_coding"	"CDKN2C"
"protein_coding"	"C1orf185"
"lncRNA"	"LINC01562"
"protein_coding"	"RNF11"
"lncRNA"	"AL162430.2"
"protein_coding"	"TTC39A"
"lncRNA"	"TTC39A-AS1"
"protein_coding"	"EPS15"
"lncRNA"	"AC104170.2"
"lncRNA"	"AC104170.1"
"protein_coding"	"OSBPL9"
"protein_coding"	"NRDC"
"lncRNA"	"AL050343.2"
"lncRNA"	"AL050343.3"
"protein_coding"	"RAB3B"
"protein_coding"	"TXNDC12"
"protein_coding"	"KTI12"
"lncRNA"	"AL445685.1"
"lncRNA"	"TXNDC12-AS1"
"protein_coding"	"BTF3L4"
"protein_coding"	"ZFYVE9"
"protein_coding"	"CC2D1B"
"lncRNA"	"AL513218.1"
"lncRNA"	"AL513218.2"
"protein_coding"	"ORC1"
"protein_coding"	"PRPF38A"
"protein_coding"	"TUT4"
"lncRNA"	"AL591167.1"
"protein_coding"	"GPX7"
"protein_coding"	"SHISAL2A"
"protein_coding"	"COA7"
"protein_coding"	"ZYG11B"
"protein_coding"	"ZYG11A"
"lncRNA"	"AC099677.4"
"protein_coding"	"ECHDC2"
"protein_coding"	"SCP2"
"protein_coding"	"PODN"
"lncRNA"	"AL445183.1"
"protein_coding"	"SLC1A7"
"lncRNA"	"AL445183.2"
"protein_coding"	"CPT2"
"lncRNA"	"AL606760.2"
"protein_coding"	"CZIB"
"lncRNA"	"AL606760.3"
"protein_coding"	"MAGOH"
"lncRNA"	"AL606760.1"
"protein_coding"	"LRP8"
"lncRNA"	"AL355483.3"
"lncRNA"	"AL355483.1"
"lncRNA"	"AL355483.2"
"lncRNA"	"LINC01771"
"lncRNA"	"AC119428.2"
"lncRNA"	"AC119428.1"
"lncRNA"	"LINC02812"
"protein_coding"	"DMRTB1"
"protein_coding"	"GLIS1"
"protein_coding"	"NDC1"
"protein_coding"	"YIPF1"
"protein_coding"	"DIO1"
"protein_coding"	"HSPB11"
"protein_coding"	"LRRC42"
"protein_coding"	"LDLRAD1"
"protein_coding"	"TMEM59"
"protein_coding"	"TCEANC2"
"protein_coding"	"CDCP2"
"lncRNA"	"AL357673.2"
"protein_coding"	"CYB5RL"
"protein_coding"	"MRPL37"
"protein_coding"	"SSBP3"
"lncRNA"	"SSBP3-AS1"
"lncRNA"	"AL161644.1"
"lncRNA"	"AL035415.1"
"lncRNA"	"AC099796.2"
"lncRNA"	"LINC02784"
"protein_coding"	"ACOT11"
"protein_coding"	"FAM151A"
"lncRNA"	"AL590093.1"
"protein_coding"	"MROH7"
"protein_coding"	"TTC4"
"protein_coding"	"PARS2"
"protein_coding"	"TTC22"
"lncRNA"	"AC096536.1"
"protein_coding"	"LEXM"
"protein_coding"	"DHCR24"
"lncRNA"	"AC096536.3"
"lncRNA"	"AC096536.2"
"lncRNA"	"DHCR24-DT"
"lncRNA"	"AL590440.2"
"protein_coding"	"TMEM61"
"lncRNA"	"AL590440.1"
"protein_coding"	"BSND"
"protein_coding"	"PCSK9"
"protein_coding"	"USP24"
"lncRNA"	"MIR4422HG"
"lncRNA"	"AL603840.1"
"lncRNA"	"LINC01755"
"lncRNA"	"LINC01753"
"lncRNA"	"AL353681.1"
"lncRNA"	"AC119674.1"
"lncRNA"	"LINC01767"
"protein_coding"	"PLPP3"
"protein_coding"	"PRKAA2"
"protein_coding"	"FYB2"
"lncRNA"	"AL360295.1"
"protein_coding"	"C8A"
"protein_coding"	"C8B"
"lncRNA"	"AL161740.1"
"protein_coding"	"DAB1"
"lncRNA"	"AL390243.1"
"lncRNA"	"DAB1-AS1"
"lncRNA"	"AL445193.2"
"protein_coding"	"OMA1"
"lncRNA"	"AL035411.3"
"protein_coding"	"TACSTD2"
"protein_coding"	"MYSM1"
"lncRNA"	"AL136985.3"
"protein_coding"	"JUN"
"lncRNA"	"LINC01135"
"lncRNA"	"AL136985.2"
"lncRNA"	"AL136985.1"
"lncRNA"	"LINC02777"
"lncRNA"	"LINC01358"
"lncRNA"	"AL592431.2"
"lncRNA"	"AL592431.1"
"lncRNA"	"AC093425.1"
"lncRNA"	"AC093424.1"
"protein_coding"	"FGGY"
"lncRNA"	"AL035416.1"
"protein_coding"	"HOOK1"
"protein_coding"	"CYP2J2"
"protein_coding"	"C1orf87"
"lncRNA"	"LINC02778"
"lncRNA"	"LINC01748"
"lncRNA"	"AC099792.1"
"protein_coding"	"NFIA"
"lncRNA"	"NFIA-AS2"
"lncRNA"	"NFIA-AS1"
"lncRNA"	"AC099791.3"
"lncRNA"	"AC099791.4"
"protein_coding"	"TM2D1"
"lncRNA"	"AC099791.2"
"protein_coding"	"PATJ"
"protein_coding"	"L1TD1"
"protein_coding"	"KANK4"
"protein_coding"	"USP1"
"protein_coding"	"DOCK7"
"protein_coding"	"ANGPTL3"
"lncRNA"	"AC103923.1"
"protein_coding"	"ATG4C"
"lncRNA"	"AC099794.1"
"lncRNA"	"LINC01739"
"lncRNA"	"AL162400.3"
"lncRNA"	"AL162400.1"
"lncRNA"	"AL162400.2"
"lncRNA"	"AC096543.1"
"lncRNA"	"LINC00466"
"lncRNA"	"AC096543.2"
"lncRNA"	"FOXD3-AS1"
"protein_coding"	"FOXD3"
"protein_coding"	"ALG6"
"protein_coding"	"ITGB3BP"
"lncRNA"	"BX004807.1"
"protein_coding"	"EFCAB7"
"lncRNA"	"DLEU2L"
"protein_coding"	"PGM1"
"protein_coding"	"ROR1"
"lncRNA"	"ROR1-AS1"
"lncRNA"	"AL445205.1"
"protein_coding"	"UBE2U"
"protein_coding"	"CACHD1"
"protein_coding"	"RAVER2"
"protein_coding"	"JAK1"
"lncRNA"	"LINC01359"
"lncRNA"	"AL357078.2"
"protein_coding"	"AK4"
"protein_coding"	"DNAJC6"
"lncRNA"	"AL139294.1"
"protein_coding"	"LEPROT"
"protein_coding"	"LEPR"
"lncRNA"	"AC119800.1"
"lncRNA"	"AL513493.1"
"protein_coding"	"PDE4B"
"lncRNA"	"AL590783.1"
"protein_coding"	"SGIP1"
"lncRNA"	"AL139147.1"
"protein_coding"	"TCTEX1D1"
"protein_coding"	"INSL5"
"protein_coding"	"WDR78"
"lncRNA"	"AL592161.1"
"protein_coding"	"MIER1"
"protein_coding"	"SLC35D1"
"protein_coding"	"C1orf141"
"lncRNA"	"AL133320.2"
"protein_coding"	"IL23R"
"protein_coding"	"IL12RB2"
"protein_coding"	"SERBP1"
"lncRNA"	"LINC01702"
"protein_coding"	"GADD45A"
"protein_coding"	"GNG12"
"lncRNA"	"GNG12-AS1"
"protein_coding"	"DIRAS3"
"protein_coding"	"WLS"
"protein_coding"	"RPE65"
"protein_coding"	"DEPDC1"
"lncRNA"	"AL138789.1"
"lncRNA"	"DEPDC1-AS1"
"lncRNA"	"AL035412.1"
"lncRNA"	"AL033530.1"
"lncRNA"	"AL691520.1"
"lncRNA"	"LINC01707"
"lncRNA"	"LINC02791"
"lncRNA"	"LINC01758"
"lncRNA"	"AL359894.1"
"protein_coding"	"LRRC7"
"lncRNA"	"AL117353.1"
"lncRNA"	"AL158840.1"
"protein_coding"	"LRRC40"
"protein_coding"	"SRSF11"
"lncRNA"	"AL353771.1"
"protein_coding"	"ANKRD13C"
"protein_coding"	"HHLA3"
"lncRNA"	"AL158839.1"
"protein_coding"	"CTH"
"lncRNA"	"AL354872.2"
"lncRNA"	"LINC01788"
"lncRNA"	"AL513285.1"
"protein_coding"	"PTGER3"
"lncRNA"	"AL031429.1"
"lncRNA"	"AL031429.2"
"lncRNA"	"ZRANB2-AS1"
"protein_coding"	"ZRANB2"
"lncRNA"	"ZRANB2-AS2"
"protein_coding"	"NEGR1"
"lncRNA"	"AL354949.1"
"lncRNA"	"NEGR1-IT1"
"lncRNA"	"AL513166.1"
"lncRNA"	"AL583808.1"
"lncRNA"	"LINC02796"
"lncRNA"	"LINC02797"
"lncRNA"	"LINC01360"
"lncRNA"	"LINC02238"
"lncRNA"	"AL591463.1"
"protein_coding"	"LRRIQ3"
"protein_coding"	"FPGT"
"protein_coding"	"TNNI3K"
"lncRNA"	"AC093158.1"
"lncRNA"	"AC105271.1"
"protein_coding"	"LRRC53"
"protein_coding"	"ERICH3"
"lncRNA"	"ERICH3-AS1"
"lncRNA"	"AC135803.1"
"protein_coding"	"CRYZ"
"protein_coding"	"TYW3"
"lncRNA"	"AC133865.1"
"lncRNA"	"AC099786.3"
"lncRNA"	"AC099786.1"
"protein_coding"	"LHX8"
"lncRNA"	"AC099786.2"
"protein_coding"	"SLC44A5"
"protein_coding"	"ACADM"
"protein_coding"	"RABGGTB"
"protein_coding"	"MSH4"
"protein_coding"	"ASB17"
"lncRNA"	"AC092813.1"
"lncRNA"	"AC092813.2"
"protein_coding"	"ST6GALNAC3"
"lncRNA"	"AC104458.1"
"lncRNA"	"LINC02567"
"protein_coding"	"ST6GALNAC5"
"lncRNA"	"AL035409.1"
"protein_coding"	"PIGK"
"lncRNA"	"AC093433.2"
"protein_coding"	"AK5"
"lncRNA"	"AC095030.1"
"lncRNA"	"AC093575.1"
"protein_coding"	"AC118549.1"
"protein_coding"	"USP33"
"protein_coding"	"MIGA1"
"lncRNA"	"NEXN-AS1"
"protein_coding"	"NEXN"
"protein_coding"	"FUBP1"
"protein_coding"	"DNAJB4"
"protein_coding"	"GIPC2"
"lncRNA"	"AC103591.3"
"lncRNA"	"AC103591.4"
"lncRNA"	"AC096531.2"
"protein_coding"	"PTGFR"
"protein_coding"	"IFI44L"
"protein_coding"	"IFI44"
"protein_coding"	"ADGRL4"
"lncRNA"	"AL353651.2"
"lncRNA"	"AL353651.1"
"lncRNA"	"LINC02792"
"lncRNA"	"AC099671.1"
"lncRNA"	"AC098657.2"
"lncRNA"	"AL606519.1"
"lncRNA"	"AL136234.1"
"lncRNA"	"LINC01781"
"lncRNA"	"AC093154.1"
"protein_coding"	"ADGRL2"
"lncRNA"	"AL138799.2"
"lncRNA"	"AL138799.4"
"lncRNA"	"AC117944.1"
"lncRNA"	"AL157944.1"
"lncRNA"	"LINC01362"
"lncRNA"	"LINC01361"
"lncRNA"	"AC116099.1"
"lncRNA"	"LINC01712"
"lncRNA"	"LINC01725"
"lncRNA"	"AL035706.1"
"protein_coding"	"TTLL7"
"lncRNA"	"TTLL7-IT1"
"lncRNA"	"AC104454.2"
"lncRNA"	"AL359504.2"
"protein_coding"	"PRKACB"
"protein_coding"	"SAMD13"
"protein_coding"	"DNASE2B"
"lncRNA"	"AL844170.1"
"protein_coding"	"RPF1"
"protein_coding"	"GNG5"
"protein_coding"	"SPATA1"
"protein_coding"	"CTBS"
"lncRNA"	"AL359762.1"
"lncRNA"	"AL359762.2"
"lncRNA"	"LINC01555"
"protein_coding"	"SSX2IP"
"lncRNA"	"AC104169.1"
"protein_coding"	"LPAR3"
"protein_coding"	"MCOLN2"
"protein_coding"	"WDR63"
"protein_coding"	"MCOLN3"
"protein_coding"	"SYDE2"
"protein_coding"	"C1orf52"
"protein_coding"	"BCL10"
"lncRNA"	"AL078459.1"
"protein_coding"	"DDAH1"
"lncRNA"	"AL360219.1"
"lncRNA"	"AC092807.3"
"lncRNA"	"AC092807.2"
"protein_coding"	"CCN1"
"lncRNA"	"AC092807.1"
"protein_coding"	"ZNHIT6"
"protein_coding"	"COL24A1"
"lncRNA"	"LINC02795"
"protein_coding"	"ODF2L"
"protein_coding"	"CLCA2"
"protein_coding"	"CLCA1"
"protein_coding"	"CLCA4"
"lncRNA"	"CLCA4-AS1"
"lncRNA"	"AL049597.2"
"protein_coding"	"SH3GLB1"
"lncRNA"	"AL355981.1"
"protein_coding"	"SELENOF"
"protein_coding"	"HS2ST1"
"lncRNA"	"AL121989.1"
"lncRNA"	"LINC01140"
"lncRNA"	"LINC02801"
"protein_coding"	"LMO4"
"lncRNA"	"LINC01364"
"lncRNA"	"PKN2-AS1"
"lncRNA"	"AL445438.1"
"protein_coding"	"PKN2"
"protein_coding"	"GTF2B"
"protein_coding"	"KYAT3"
"protein_coding"	"RBMXL1"
"protein_coding"	"GBP3"
"protein_coding"	"GBP1"
"protein_coding"	"GBP2"
"lncRNA"	"AC104459.1"
"protein_coding"	"GBP7"
"protein_coding"	"GBP4"
"lncRNA"	"AC099063.4"
"protein_coding"	"GBP5"
"lncRNA"	"AC099063.1"
"protein_coding"	"GBP6"
"lncRNA"	"AL596214.1"
"protein_coding"	"LRRC8B"
"lncRNA"	"LRRC8C-DT"
"lncRNA"	"AC093423.2"
"protein_coding"	"LRRC8C"
"lncRNA"	"AC099568.1"
"lncRNA"	"AC099568.2"
"protein_coding"	"LRRC8D"
"lncRNA"	"AL391497.1"
"protein_coding"	"ZNF326"
"lncRNA"	"AL161797.1"
"lncRNA"	"AC098656.1"
"lncRNA"	"AL627316.1"
"lncRNA"	"LINC02787"
"protein_coding"	"BARHL2"
"lncRNA"	"AC092805.1"
"lncRNA"	"LINC02609"
"lncRNA"	"LINC02788"
"lncRNA"	"LINC01763"
"lncRNA"	"AC091614.1"
"protein_coding"	"ZNF644"
"protein_coding"	"HFM1"
"protein_coding"	"CDC7"
"protein_coding"	"TGFBR3"
"protein_coding"	"BRDT"
"protein_coding"	"EPHX4"
"protein_coding"	"SETSIP"
"protein_coding"	"BTBD8"
"lncRNA"	"AC104836.1"
"protein_coding"	"C1orf146"
"protein_coding"	"GLMN"
"protein_coding"	"RPAP2"
"protein_coding"	"GFI1"
"protein_coding"	"EVI5"
"protein_coding"	"RPL5"
"protein_coding"	"DIPK1A"
"lncRNA"	"AC093577.1"
"protein_coding"	"MTF2"
"protein_coding"	"TMED5"
"protein_coding"	"CCDC18"
"lncRNA"	"CCDC18-AS1"
"protein_coding"	"DR1"
"protein_coding"	"FNBP1L"
"protein_coding"	"BCAR3"
"lncRNA"	"AL109613.1"
"lncRNA"	"AL049796.1"
"protein_coding"	"DNTTIP2"
"protein_coding"	"GCLM"
"protein_coding"	"ABCA4"
"lncRNA"	"AC093579.1"
"protein_coding"	"ARHGAP29"
"lncRNA"	"ARHGAP29-AS1"
"lncRNA"	"AC097059.1"
"lncRNA"	"AC118469.2"
"protein_coding"	"ABCD3"
"protein_coding"	"F3"
"lncRNA"	"AC093117.1"
"protein_coding"	"SLC44A3"
"protein_coding"	"CNN3"
"lncRNA"	"AC105942.1"
"protein_coding"	"ALG14"
"lncRNA"	"AC095033.1"
"protein_coding"	"TLCD4"
"lncRNA"	"AC092802.3"
"lncRNA"	"AC092802.1"
"protein_coding"	"RWDD3"
"lncRNA"	"AC092802.2"
"lncRNA"	"AC092802.4"
"lncRNA"	"LINC01760"
"lncRNA"	"LINC01650"
"lncRNA"	"AL445218.1"
"lncRNA"	"LINC01761"
"lncRNA"	"LINC02607"
"lncRNA"	"AL683887.1"
"lncRNA"	"LINC02790"
"lncRNA"	"LINC01787"
"protein_coding"	"PTBP2"
"protein_coding"	"DPYD"
"lncRNA"	"DPYD-AS1"
"lncRNA"	"DPYD-IT1"
"lncRNA"	"DPYD-AS2"
"lncRNA"	"MIR137HG"
"lncRNA"	"BX005019.1"
"lncRNA"	"AC104453.1"
"lncRNA"	"LINC01776"
"protein_coding"	"SNX7"
"protein_coding"	"PLPPR5"
"lncRNA"	"AL445433.2"
"protein_coding"	"PLPPR4"
"lncRNA"	"LINC01708"
"protein_coding"	"PALMD"
"protein_coding"	"FRRS1"
"protein_coding"	"AGL"
"lncRNA"	"AC118553.1"
"protein_coding"	"SLC35A3"
"protein_coding"	"MFSD14A"
"lncRNA"	"AC093019.2"
"protein_coding"	"SASS6"
"protein_coding"	"TRMT13"
"protein_coding"	"LRRC39"
"protein_coding"	"DBT"
"lncRNA"	"AL445928.2"
"lncRNA"	"RTCA-AS1"
"protein_coding"	"RTCA"
"lncRNA"	"AC104457.2"
"protein_coding"	"CDC14A"
"lncRNA"	"AL589990.1"
"protein_coding"	"GPR88"
"lncRNA"	"LINC01349"
"lncRNA"	"AC099670.3"
"protein_coding"	"VCAM1"
"protein_coding"	"EXTL2"
"lncRNA"	"AC104506.1"
"protein_coding"	"SLC30A7"
"protein_coding"	"DPH5"
"lncRNA"	"AC093157.2"
"lncRNA"	"AC093157.1"
"lncRNA"	"AL109741.1"
"protein_coding"	"S1PR1"
"lncRNA"	"LINC01307"
"lncRNA"	"LINC01709"
"protein_coding"	"OLFM3"
"lncRNA"	"AC114485.1"
"lncRNA"	"AC099567.1"
"protein_coding"	"COL11A1"
"lncRNA"	"AC095032.2"
"lncRNA"	"AC095032.1"
"protein_coding"	"RNPC3"
"protein_coding"	"AMY2B"
"protein_coding"	"AMY2A"
"protein_coding"	"AMY1A"
"protein_coding"	"AMY1B"
"protein_coding"	"AMY1C"
"lncRNA"	"AL591888.1"
"lncRNA"	"LINC01676"
"lncRNA"	"LINC01677"
"lncRNA"	"AL355306.2"
"lncRNA"	"LINC01661"
"protein_coding"	"PRMT6"
"protein_coding"	"NTNG1"
"protein_coding"	"VAV3"
"lncRNA"	"VAV3-AS1"
"lncRNA"	"LINC02785"
"protein_coding"	"SLC25A24"
"lncRNA"	"AL359258.2"
"protein_coding"	"NBPF4"
"lncRNA"	"AL359258.1"
"lncRNA"	"AL390038.1"
"protein_coding"	"NBPF6"
"protein_coding"	"FAM102B"
"protein_coding"	"HENMT1"
"lncRNA"	"AL160171.1"
"protein_coding"	"PRPF38B"
"protein_coding"	"FNDC7"
"lncRNA"	"AL591719.2"
"protein_coding"	"STXBP3"
"protein_coding"	"AKNAD1"
"lncRNA"	"SPATA42"
"protein_coding"	"GPSM2"
"protein_coding"	"CLCC1"
"protein_coding"	"WDR47"
"protein_coding"	"TAF13"
"lncRNA"	"AL356488.3"
"protein_coding"	"TMEM167B"
"lncRNA"	"AL356488.2"
"protein_coding"	"C1orf194"
"protein_coding"	"KIAA1324"
"protein_coding"	"SARS"
"protein_coding"	"CELSR2"
"protein_coding"	"PSRC1"
"protein_coding"	"MYBPHL"
"protein_coding"	"SORT1"
"protein_coding"	"PSMA5"
"protein_coding"	"SYPL2"
"protein_coding"	"ATXN7L2"
"protein_coding"	"CYB561D1"
"protein_coding"	"AMIGO1"
"protein_coding"	"GPR61"
"lncRNA"	"AL355310.3"
"protein_coding"	"GNAI3"
"lncRNA"	"AL355310.1"
"protein_coding"	"GNAT2"
"protein_coding"	"AMPD2"
"lncRNA"	"AL355310.2"
"protein_coding"	"GSTM4"
"protein_coding"	"GSTM2"
"protein_coding"	"GSTM1"
"lncRNA"	"AC000032.1"
"protein_coding"	"GSTM5"
"lncRNA"	"AL158847.1"
"protein_coding"	"GSTM3"
"protein_coding"	"EPS8L3"
"lncRNA"	"LINC01768"
"lncRNA"	"AL450468.1"
"lncRNA"	"AL450468.2"
"protein_coding"	"CSF1"
"protein_coding"	"AHCYL1"
"protein_coding"	"STRIP1"
"lncRNA"	"AL160006.1"
"protein_coding"	"ALX3"
"lncRNA"	"LINC01397"
"protein_coding"	"UBL4B"
"protein_coding"	"SLC6A17"
"lncRNA"	"AL355990.1"
"lncRNA"	"AL355990.2"
"lncRNA"	"LINC02586"
"protein_coding"	"KCNC4"
"lncRNA"	"RBM15-AS1"
"protein_coding"	"RBM15"
"lncRNA"	"LAMTOR5-AS1"
"protein_coding"	"SLC16A4"
"lncRNA"	"AL355488.1"
"protein_coding"	"LAMTOR5"
"protein_coding"	"PROK1"
"lncRNA"	"AL358215.1"
"lncRNA"	"AL358215.2"
"lncRNA"	"CYMP-AS1"
"protein_coding"	"KCNA10"
"protein_coding"	"KCNA2"
"lncRNA"	"AL365361.1"
"protein_coding"	"KCNA3"
"protein_coding"	"CD53"
"lncRNA"	"AL360270.2"
"lncRNA"	"AL360270.1"
"protein_coding"	"LRIF1"
"lncRNA"	"AL360270.3"
"protein_coding"	"DRAM2"
"protein_coding"	"CEPT1"
"lncRNA"	"AL355816.1"
"lncRNA"	"AL355816.2"
"protein_coding"	"DENND2D"
"protein_coding"	"CHI3L2"
"protein_coding"	"CHIA"
"lncRNA"	"AL356387.1"
"protein_coding"	"PIFO"
"protein_coding"	"OVGP1"
"lncRNA"	"AL390195.2"
"lncRNA"	"AL390195.1"
"protein_coding"	"WDR77"
"protein_coding"	"ATP5PB"
"protein_coding"	"C1orf162"
"protein_coding"	"TMIGD3"
"protein_coding"	"ADORA3"
"protein_coding"	"RAP1A"
"lncRNA"	"LINC01160"
"protein_coding"	"INKA2"
"lncRNA"	"INKA2-AS1"
"lncRNA"	"AL049557.1"
"protein_coding"	"DDX20"
"protein_coding"	"KCND3"
"lncRNA"	"KCND3-IT1"
"lncRNA"	"KCND3-AS1"
